strategy_id,strategy,source_proof_id,source_lean_name,source_strategy_number,source_file,formal_statement,comment
63,Group \(b+c\) as a single term and apply the two-term reverse triangle inequality to obtain \(|a|-|b+c|\le |a+(b+c)|\).,atlas.real_analysis.7adb6045ae9e,reverse_triangle_three,1,external/atlas-lean/Atlas/RealAnalysis/code/Derivatives/Weierstrass.lean,theorem reverse_triangle_three (a b c : ℝ) : |a + b + c| ≥ |a| - |b| - |c|,"*Theorem II (reverse triangle inequality, three terms).** For all real numbers `a`, `b`, `c`,
the absolute value of their sum is at least `|a| - |b| - |c|`."
64,"Use the ordinary triangle inequality \(|b+c|\le |b|+|c|\), which implies \(|a|-|b|-|c|\le |a|-|b+c|\).",atlas.real_analysis.7adb6045ae9e,reverse_triangle_three,2,external/atlas-lean/Atlas/RealAnalysis/code/Derivatives/Weierstrass.lean,theorem reverse_triangle_three (a b c : ℝ) : |a + b + c| ≥ |a| - |b| - |c|,"*Theorem II (reverse triangle inequality, three terms).** For all real numbers `a`, `b`, `c`,
the absolute value of their sum is at least `|a| - |b| - |c|`."
65,Chain these inequalities and rewrite \(a+(b+c)=a+b+c\) by associativity to reach \(|a|-|b|-|c|\le |a+b+c|\).,atlas.real_analysis.7adb6045ae9e,reverse_triangle_three,3,external/atlas-lean/Atlas/RealAnalysis/code/Derivatives/Weierstrass.lean,theorem reverse_triangle_three (a b c : ℝ) : |a + b + c| ≥ |a| - |b| - |c|,"*Theorem II (reverse triangle inequality, three terms).** For all real numbers `a`, `b`, `c`,
the absolute value of their sum is at least `|a| - |b| - |c|`."
66,The 1-Lipschitz assertion is obtained directly from the standard estimate \(\lvert \cos x-\cos y\rvert\le \lvert x-y\rvert\).,atlas.real_analysis.48866535c0ff,weierstrass_theorem_I,1,external/atlas-lean/Atlas/RealAnalysis/code/Derivatives/Weierstrass.lean,"theorem weierstrass_theorem_I :
    (∀ x y : ℝ, |cos x - cos y| ≤ |x - y|) ∧
    (∀ c : ℝ, ∀ K : ℕ, 0 < K →
      ∃ y, c + π / K < y ∧ y < c + 3 * π / K ∧
        |cos (K * c) - cos (K * y)| ≥ 1)","*Theorem I (cosine oscillation lemma).** Two statements about the cosine function:
(1) `cos` is 1-Lipschitz, i.e. `|cos x - cos y| ≤ |x - y|` for all real `x, y`.
(2) For every real `c` and every positive natural number `K`, there exists a point
`y` in the open interval `(c + π/K, c + 3π/K)` such that `|cos (K c) - cos (K y)| ≥ 1`."
67,"Choose \(y_1=c+\frac{3\pi}{2K}\) and \(y_2=c+\frac{5\pi}{2K}\), whose phase shifts make \(\cos(Ky_1)=\sin(Kc)\) and \(\cos(Ky_2)=-\sin(Kc)\).",atlas.real_analysis.48866535c0ff,weierstrass_theorem_I,2,external/atlas-lean/Atlas/RealAnalysis/code/Derivatives/Weierstrass.lean,"theorem weierstrass_theorem_I :
    (∀ x y : ℝ, |cos x - cos y| ≤ |x - y|) ∧
    (∀ c : ℝ, ∀ K : ℕ, 0 < K →
      ∃ y, c + π / K < y ∧ y < c + 3 * π / K ∧
        |cos (K * c) - cos (K * y)| ≥ 1)","*Theorem I (cosine oscillation lemma).** Two statements about the cosine function:
(1) `cos` is 1-Lipschitz, i.e. `|cos x - cos y| ≤ |x - y|` for all real `x, y`.
(2) For every real `c` and every positive natural number `K`, there exists a point
`y` in the open interval `(c + π/K, c + 3π/K)` such that `|cos (K c) - cos (K y)| ≥ 1`."
68,"Positivity of \(K\) and \(\pi\) shows that both \(y_1\) and \(y_2\) lie strictly inside \(\left(c+\frac{\pi}{K},\,c+\frac{3\pi}{K}\right)\).",atlas.real_analysis.48866535c0ff,weierstrass_theorem_I,3,external/atlas-lean/Atlas/RealAnalysis/code/Derivatives/Weierstrass.lean,"theorem weierstrass_theorem_I :
    (∀ x y : ℝ, |cos x - cos y| ≤ |x - y|) ∧
    (∀ c : ℝ, ∀ K : ℕ, 0 < K →
      ∃ y, c + π / K < y ∧ y < c + 3 * π / K ∧
        |cos (K * c) - cos (K * y)| ≥ 1)","*Theorem I (cosine oscillation lemma).** Two statements about the cosine function:
(1) `cos` is 1-Lipschitz, i.e. `|cos x - cos y| ≤ |x - y|` for all real `x, y`.
(2) For every real `c` and every positive natural number `K`, there exists a point
`y` in the open interval `(c + π/K, c + 3π/K)` such that `|cos (K c) - cos (K y)| ≥ 1`."
69,"At least one candidate works because \((\cos t-\sin t)^2+(\cos t+\sin t)^2=2\), so \(\lvert\cos t-\sin t\rvert\) and \(\lvert\cos t+\sin t\rvert\) cannot both be less than \(1\).",atlas.real_analysis.48866535c0ff,weierstrass_theorem_I,4,external/atlas-lean/Atlas/RealAnalysis/code/Derivatives/Weierstrass.lean,"theorem weierstrass_theorem_I :
    (∀ x y : ℝ, |cos x - cos y| ≤ |x - y|) ∧
    (∀ c : ℝ, ∀ K : ℕ, 0 < K →
      ∃ y, c + π / K < y ∧ y < c + 3 * π / K ∧
        |cos (K * c) - cos (K * y)| ≥ 1)","*Theorem I (cosine oscillation lemma).** Two statements about the cosine function:
(1) `cos` is 1-Lipschitz, i.e. `|cos x - cos y| ≤ |x - y|` for all real `x, y`.
(2) For every real `c` and every positive natural number `K`, there exists a point
`y` in the open interval `(c + π/K, c + 3π/K)` such that `|cos (K c) - cos (K y)| ≥ 1`."
70,"Uniformly dominate every summand using \(\left|\cos(160^k x)/4^k\right|\le (1/4)^k\), relying on \(|\cos t|\le 1\) and \(4^k>0\).",atlas.real_analysis.154d27ad6b0e,weierstrass_theorem_III,1,external/atlas-lean/Atlas/RealAnalysis/code/Derivatives/Weierstrass.lean,"theorem weierstrass_theorem_III :
    (∀ x : ℝ, Summable (fun k : ℕ => |cos (160 ^ k * x) / 4 ^ k|)) ∧
    (Continuous weierstrass_fun ∧ ∃ B, ∀ x, |weierstrass_fun x| ≤ B)","*Theorem III.** The defining series of the Weierstrass function is well-behaved:
(1) for every `x ∈ ℝ`, the series `∑ k, cos(160^k x) / 4^k` is absolutely convergent;
(2) the function `weierstrass_fun` is continuous and bounded on `ℝ`."
71,Use convergence of the geometric series \(\sum_k(1/4)^k\) to obtain absolute convergence for every \(x\) by comparison.,atlas.real_analysis.154d27ad6b0e,weierstrass_theorem_III,2,external/atlas-lean/Atlas/RealAnalysis/code/Derivatives/Weierstrass.lean,"theorem weierstrass_theorem_III :
    (∀ x : ℝ, Summable (fun k : ℕ => |cos (160 ^ k * x) / 4 ^ k|)) ∧
    (Continuous weierstrass_fun ∧ ∃ B, ∀ x, |weierstrass_fun x| ≤ B)","*Theorem III.** The defining series of the Weierstrass function is well-behaved:
(1) for every `x ∈ ℝ`, the series `∑ k, cos(160^k x) / 4^k` is absolutely convergent;
(2) the function `weierstrass_fun` is continuous and bounded on `ℝ`."
72,"Apply the Weierstrass \(M\)-test to the continuous summands, using the same \(x\)-independent geometric bound, to deduce continuity of the infinite sum.",atlas.real_analysis.154d27ad6b0e,weierstrass_theorem_III,3,external/atlas-lean/Atlas/RealAnalysis/code/Derivatives/Weierstrass.lean,"theorem weierstrass_theorem_III :
    (∀ x : ℝ, Summable (fun k : ℕ => |cos (160 ^ k * x) / 4 ^ k|)) ∧
    (Continuous weierstrass_fun ∧ ∃ B, ∀ x, |weierstrass_fun x| ≤ B)","*Theorem III.** The defining series of the Weierstrass function is well-behaved:
(1) for every `x ∈ ℝ`, the series `∑ k, cos(160^k x) / 4^k` is absolutely convergent;
(2) the function `weierstrass_fun` is continuous and bounded on `ℝ`."
73,Combine the infinite-series triangle inequality with the geometric-series sum \(\sum_k(1/4)^k=4/3\) to obtain the global bound \(|\operatorname{weierstrass\_fun}(x)|\le 4/3\).,atlas.real_analysis.154d27ad6b0e,weierstrass_theorem_III,4,external/atlas-lean/Atlas/RealAnalysis/code/Derivatives/Weierstrass.lean,"theorem weierstrass_theorem_III :
    (∀ x : ℝ, Summable (fun k : ℕ => |cos (160 ^ k * x) / 4 ^ k|)) ∧
    (Continuous weierstrass_fun ∧ ∃ B, ∀ x, |weierstrass_fun x| ≤ B)","*Theorem III.** The defining series of the Weierstrass function is well-behaved:
(1) for every `x ∈ ℝ`, the series `∑ k, cos(160^k x) / 4^k` is absolutely convergent;
(2) the function `weierstrass_fun` is continuous and bounded on `ℝ`."
74,"Bound the oscillatory numerator uniformly using \(\lvert\cos t\rvert \le 1\), obtaining \(\left|\cos(160^k x)/4^k\right| \le 1/4^k\).",atlas.real_analysis.de15dd292228,weierstrass_summable,1,external/atlas-lean/Atlas/RealAnalysis/code/Derivatives/Weierstrass.lean,"lemma weierstrass_summable (x : ℝ) :
    Summable (fun k : ℕ => cos (160 ^ k * x) / (4:ℝ) ^ k)","For every real `x`, the series `∑ k, cos(160^k x) / 4^k` defining the Weierstrass function
is summable, by comparison with the geometric series `∑ (1/4)^k`."
75,Recognize \(1/4^k=(1/4)^k\) and use that the geometric series with ratio \(1/4<1\) is summable.,atlas.real_analysis.de15dd292228,weierstrass_summable,2,external/atlas-lean/Atlas/RealAnalysis/code/Derivatives/Weierstrass.lean,"lemma weierstrass_summable (x : ℝ) :
    Summable (fun k : ℕ => cos (160 ^ k * x) / (4:ℝ) ^ k)","For every real `x`, the series `∑ k, cos(160^k x) / 4^k` defining the Weierstrass function
is summable, by comparison with the geometric series `∑ (1/4)^k`."
76,Apply the norm comparison test to conclude that the original series is absolutely summable.,atlas.real_analysis.de15dd292228,weierstrass_summable,3,external/atlas-lean/Atlas/RealAnalysis/code/Derivatives/Weierstrass.lean,"lemma weierstrass_summable (x : ℝ) :
    Summable (fun k : ℕ => cos (160 ^ k * x) / (4:ℝ) ^ k)","For every real `x`, the series `∑ k, cos(160^k x) / 4^k` defining the Weierstrass function
is summable, by comparison with the geometric series `∑ (1/4)^k`."
77,Choose \(y>c\) within \(3\pi/160^n\) using the oscillation theorem so that the \(n\)-th cosine mode changes by at least \(1\).,atlas.real_analysis.cf338ff3842e,weierstrass_slope_lower_bound,1,external/atlas-lean/Atlas/RealAnalysis/code/Derivatives/Weierstrass.lean,"lemma weierstrass_slope_lower_bound (c : ℝ) (n : ℕ) :
    ∃ y : ℝ, y ≠ c ∧ |y - c| < 3 * π / (160:ℝ)^n ∧
    |(weierstrass_fun y - weierstrass_fun c) / (y - c)| ≥ (40:ℝ)^n / (117 * π)","*Slope blow-up lemma.** For every real `c` and every natural number `n`, there exists a
point `y ≠ c` with `|y - c| < 3π / 160^n` such that the difference quotient of the
Weierstrass function between `y` and `c` has absolute value at least `40^n / (117 π)`.
Since `40^n / (117 π) → ∞`, this witnesses that the function cannot have a finite derivative
at `c`."
78,"Rewrite \(W(y)-W(c)\) as the summable series of termwise differences and split it into the modes below \(n\), the dominant \(n\)-th mode, and the tail above \(n\).",atlas.real_analysis.cf338ff3842e,weierstrass_slope_lower_bound,2,external/atlas-lean/Atlas/RealAnalysis/code/Derivatives/Weierstrass.lean,"lemma weierstrass_slope_lower_bound (c : ℝ) (n : ℕ) :
    ∃ y : ℝ, y ≠ c ∧ |y - c| < 3 * π / (160:ℝ)^n ∧
    |(weierstrass_fun y - weierstrass_fun c) / (y - c)| ≥ (40:ℝ)^n / (117 * π)","*Slope blow-up lemma.** For every real `c` and every natural number `n`, there exists a
point `y ≠ c` with `|y - c| < 3π / 160^n` such that the difference quotient of the
Weierstrass function between `y` and `c` has absolute value at least `40^n / (117 π)`.
Since `40^n / (117 π) → ∞`, this witnesses that the function cannot have a finite derivative
at `c`."
79,The oscillation condition makes the \(n\)-th mode contribute at least \(1/4^n\) in absolute value.,atlas.real_analysis.cf338ff3842e,weierstrass_slope_lower_bound,3,external/atlas-lean/Atlas/RealAnalysis/code/Derivatives/Weierstrass.lean,"lemma weierstrass_slope_lower_bound (c : ℝ) (n : ℕ) :
    ∃ y : ℝ, y ≠ c ∧ |y - c| < 3 * π / (160:ℝ)^n ∧
    |(weierstrass_fun y - weierstrass_fun c) / (y - c)| ≥ (40:ℝ)^n / (117 * π)","*Slope blow-up lemma.** For every real `c` and every natural number `n`, there exists a
point `y ≠ c` with `|y - c| < 3π / 160^n` such that the difference quotient of the
Weierstrass function between `y` and `c` has absolute value at least `40^n / (117 π)`.
Since `40^n / (117 π) → ∞`, this witnesses that the function cannot have a finite derivative
at `c`."
80,"Bound the lower-frequency modes using the Lipschitz estimate \(|\cos u-\cos v|\le |u-v|\), the proximity of \(y\) to \(c\), and a geometric-series estimate to obtain \(4/(13\cdot4^n)\).",atlas.real_analysis.cf338ff3842e,weierstrass_slope_lower_bound,4,external/atlas-lean/Atlas/RealAnalysis/code/Derivatives/Weierstrass.lean,"lemma weierstrass_slope_lower_bound (c : ℝ) (n : ℕ) :
    ∃ y : ℝ, y ≠ c ∧ |y - c| < 3 * π / (160:ℝ)^n ∧
    |(weierstrass_fun y - weierstrass_fun c) / (y - c)| ≥ (40:ℝ)^n / (117 * π)","*Slope blow-up lemma.** For every real `c` and every natural number `n`, there exists a
point `y ≠ c` with `|y - c| < 3π / 160^n` such that the difference quotient of the
Weierstrass function between `y` and `c` has absolute value at least `40^n / (117 π)`.
Since `40^n / (117 π) → ∞`, this witnesses that the function cannot have a finite derivative
at `c`."
81,"Bound the higher-frequency tail using \(|\cos u-\cos v|\le2\) and the geometric decay \(4^{-k}\), yielding \(2/(3\cdot4^n)\).",atlas.real_analysis.cf338ff3842e,weierstrass_slope_lower_bound,5,external/atlas-lean/Atlas/RealAnalysis/code/Derivatives/Weierstrass.lean,"lemma weierstrass_slope_lower_bound (c : ℝ) (n : ℕ) :
    ∃ y : ℝ, y ≠ c ∧ |y - c| < 3 * π / (160:ℝ)^n ∧
    |(weierstrass_fun y - weierstrass_fun c) / (y - c)| ≥ (40:ℝ)^n / (117 * π)","*Slope blow-up lemma.** For every real `c` and every natural number `n`, there exists a
point `y ≠ c` with `|y - c| < 3π / 160^n` such that the difference quotient of the
Weierstrass function between `y` and `c` has absolute value at least `40^n / (117 π)`.
Since `40^n / (117 π) → ∞`, this witnesses that the function cannot have a finite derivative
at `c`."
82,"Apply the reverse triangle inequality to retain the positive remainder \(1-4/13-2/3=1/39\), then combine this increment bound with \(y-c<3\pi/160^n\) and \(160^n=40^n4^n\) to obtain the required slope lower bound.",atlas.real_analysis.cf338ff3842e,weierstrass_slope_lower_bound,6,external/atlas-lean/Atlas/RealAnalysis/code/Derivatives/Weierstrass.lean,"lemma weierstrass_slope_lower_bound (c : ℝ) (n : ℕ) :
    ∃ y : ℝ, y ≠ c ∧ |y - c| < 3 * π / (160:ℝ)^n ∧
    |(weierstrass_fun y - weierstrass_fun c) / (y - c)| ≥ (40:ℝ)^n / (117 * π)","*Slope blow-up lemma.** For every real `c` and every natural number `n`, there exists a
point `y ≠ c` with `|y - c| < 3π / 160^n` such that the difference quotient of the
Weierstrass function between `y` and `c` has absolute value at least `40^n / (117 π)`.
Since `40^n / (117 π) → ∞`, this witnesses that the function cannot have a finite derivative
at `c`."
83,"Assume differentiability at \(c\), which forces the slope \(x \mapsto \operatorname{slope}(f,c,x)\) to converge to the finite derivative as \(x \to c\) through \(x \ne c\).",atlas.real_analysis.0bd46e3d6dbf,weierstrass_nowhere_differentiable,1,external/atlas-lean/Atlas/RealAnalysis/code/Derivatives/Weierstrass.lean,"theorem weierstrass_nowhere_differentiable :
    ∀ c : ℝ, ¬ DifferentiableAt ℝ weierstrass_fun c","*Weierstrass's theorem.** The function `weierstrass_fun x = ∑ k, cos(160^k x) / 4^k`
is nowhere differentiable on `ℝ`: for every `c`, `weierstrass_fun` fails to be differentiable
at `c`. The proof uses `weierstrass_slope_lower_bound` to exhibit a sequence of points
approaching `c` along which the difference quotients diverge to infinity, contradicting the
convergence of the slope to a finite derivative."
84,Apply `weierstrass_slope_lower_bound` for each \(n\) to choose \(x_n \ne c\) such that \(|x_n-c|<3\pi/160^n\) while the corresponding difference quotient has magnitude at least \(40^n/(117\pi)\).,atlas.real_analysis.0bd46e3d6dbf,weierstrass_nowhere_differentiable,2,external/atlas-lean/Atlas/RealAnalysis/code/Derivatives/Weierstrass.lean,"theorem weierstrass_nowhere_differentiable :
    ∀ c : ℝ, ¬ DifferentiableAt ℝ weierstrass_fun c","*Weierstrass's theorem.** The function `weierstrass_fun x = ∑ k, cos(160^k x) / 4^k`
is nowhere differentiable on `ℝ`: for every `c`, `weierstrass_fun` fails to be differentiable
at `c`. The proof uses `weierstrass_slope_lower_bound` to exhibit a sequence of points
approaching `c` along which the difference quotients diverge to infinity, contradicting the
convergence of the slope to a finite derivative."
85,"Since \(3\pi/160^n \to 0\), the chosen points satisfy \(x_n \to c\), and their non-equality to \(c\) allows the punctured slope limit to be composed with this sequence.",atlas.real_analysis.0bd46e3d6dbf,weierstrass_nowhere_differentiable,3,external/atlas-lean/Atlas/RealAnalysis/code/Derivatives/Weierstrass.lean,"theorem weierstrass_nowhere_differentiable :
    ∀ c : ℝ, ¬ DifferentiableAt ℝ weierstrass_fun c","*Weierstrass's theorem.** The function `weierstrass_fun x = ∑ k, cos(160^k x) / 4^k`
is nowhere differentiable on `ℝ`: for every `c`, `weierstrass_fun` fails to be differentiable
at `c`. The proof uses `weierstrass_slope_lower_bound` to exhibit a sequence of points
approaching `c` along which the difference quotients diverge to infinity, contradicting the
convergence of the slope to a finite derivative."
86,"Thus the norms of the slopes along \(x_n\) must converge to the finite value \(\lVert\operatorname{deriv} f(c)\rVert\), but their exponentially growing lower bound tends to \(+\infty\), yielding the contradiction.",atlas.real_analysis.0bd46e3d6dbf,weierstrass_nowhere_differentiable,4,external/atlas-lean/Atlas/RealAnalysis/code/Derivatives/Weierstrass.lean,"theorem weierstrass_nowhere_differentiable :
    ∀ c : ℝ, ¬ DifferentiableAt ℝ weierstrass_fun c","*Weierstrass's theorem.** The function `weierstrass_fun x = ∑ k, cos(160^k x) / 4^k`
is nowhere differentiable on `ℝ`: for every `c`, `weierstrass_fun` fails to be differentiable
at `c`. The proof uses `weierstrass_slope_lower_bound` to exhibit a sequence of points
approaching `c` along which the difference quotients diverge to infinity, contradicting the
convergence of the slope to a finite derivative."
87,"Rewrite uniform convergence using `Metric.tendstoUniformlyOn_iff`, reducing the goal to an eventual uniform distance bound for every positive \(\varepsilon\).",atlas.real_analysis.7a37ac7d42a3,uniform_convergence_iff,1,external/atlas-lean/Atlas/RealAnalysis/code/FunctionSequences/Basic.lean,"theorem uniform_convergence_iff (f : ℕ → ℝ → ℝ) (g : ℝ → ℝ) (S : Set ℝ) :
    TendstoUniformlyOn f g atTop S ↔
    ∀ ε > 0, ∃ M : ℕ, ∀ n ≥ M, ∀ x ∈ S, |f n x - g x| < ε","Uniform convergence of `f n` to `g` on `S` is equivalent to the classical `ε`-`M`
formulation: for every `ε > 0`, there exists `M ∈ ℕ` such that for all `n ≥ M` and all
`x ∈ S`, `|f n x - g x| < ε`."
88,Use the characterization of eventual truth along `atTop` on \(\mathbb N\): a property holds eventually exactly when it holds for all \(n \ge M\) for some \(M\).,atlas.real_analysis.7a37ac7d42a3,uniform_convergence_iff,2,external/atlas-lean/Atlas/RealAnalysis/code/FunctionSequences/Basic.lean,"theorem uniform_convergence_iff (f : ℕ → ℝ → ℝ) (g : ℝ → ℝ) (S : Set ℝ) :
    TendstoUniformlyOn f g atTop S ↔
    ∀ ε > 0, ∃ M : ℕ, ∀ n ≥ M, ∀ x ∈ S, |f n x - g x| < ε","Uniform convergence of `f n` to `g` on `S` is equivalent to the classical `ε`-`M`
formulation: for every `ε > 0`, there exists `M ∈ ℕ` such that for all `n ≥ M` and all
`x ∈ S`, `|f n x - g x| < ε`."
89,"Translate between the metric bound and the desired absolute-value bound via \(\operatorname{dist}(a,b)=|a-b|\), using symmetry of distance or absolute differences to correct the order of \(f_n(x)\) and \(g(x)\).",atlas.real_analysis.7a37ac7d42a3,uniform_convergence_iff,3,external/atlas-lean/Atlas/RealAnalysis/code/FunctionSequences/Basic.lean,"theorem uniform_convergence_iff (f : ℕ → ℝ → ℝ) (g : ℝ → ℝ) (S : Set ℝ) :
    TendstoUniformlyOn f g atTop S ↔
    ∀ ε > 0, ∃ M : ℕ, ∀ n ≥ M, ∀ x ∈ S, |f n x - g x| < ε","Uniform convergence of `f n` to `g` on `S` is equivalent to the classical `ε`-`M`
formulation: for every `ε > 0`, there exists `M ∈ ℕ` such that for all `n ≥ M` and all
`x ∈ S`, `|f n x - g x| < ε`."
90,Convert the absolute-value bound \(|f_j(x)| \le M_j\) into the norm bound \(\|f_j(x)\| \le M_j\) using \(\|r\|=|r|\) for real numbers.,atlas.real_analysis.22245b9d4d96,weierstrass_m_test,1,external/atlas-lean/Atlas/RealAnalysis/code/FunctionSequences/Basic.lean,"theorem weierstrass_m_test (f : ℕ → ℝ → ℝ) (M : ℕ → ℝ) (S : Set ℝ)
    (hM : ∀ j, ∀ x ∈ S, |f j x| ≤ M j) (hMsum : Summable M) :
    (∀ x ∈ S, Summable (fun j => f j x)) ∧
    TendstoUniformlyOn (fun n x => ∑ j ∈ Finset.range n, f j x)
      (fun x => ∑' j, f j x) Filter.atTop S","Weierstrass M-test: if `|f j x| ≤ M j` for all `j` and all `x ∈ S`, and `∑ M j` converges,
then for every `x ∈ S` the series `∑ f j x` converges (absolutely), and the partial sums
`∑_{j < n} f j x` converge uniformly on `S` to `∑' j, f j x`."
91,"For each fixed \(x\in S\), apply the norm-comparison test with the summable majorant \(M\) to deduce that \(\sum_j f_j(x)\) is summable.",atlas.real_analysis.22245b9d4d96,weierstrass_m_test,2,external/atlas-lean/Atlas/RealAnalysis/code/FunctionSequences/Basic.lean,"theorem weierstrass_m_test (f : ℕ → ℝ → ℝ) (M : ℕ → ℝ) (S : Set ℝ)
    (hM : ∀ j, ∀ x ∈ S, |f j x| ≤ M j) (hMsum : Summable M) :
    (∀ x ∈ S, Summable (fun j => f j x)) ∧
    TendstoUniformlyOn (fun n x => ∑ j ∈ Finset.range n, f j x)
      (fun x => ∑' j, f j x) Filter.atTop S","Weierstrass M-test: if `|f j x| ≤ M j` for all `j` and all `x ∈ S`, and `∑ M j` converges,
then for every `x ∈ S` the series `∑ f j x` converges (absolutely), and the partial sums
`∑_{j < n} f j x` converge uniformly on `S` to `∑' j, f j x`."
92,"Use the same bound uniformly for every \(x\in S\), together with the summability of \(M\), to apply the uniform-series M-test and obtain uniform convergence of the partial sums to \(x\mapsto\sum'_j f_j(x)\).",atlas.real_analysis.22245b9d4d96,weierstrass_m_test,3,external/atlas-lean/Atlas/RealAnalysis/code/FunctionSequences/Basic.lean,"theorem weierstrass_m_test (f : ℕ → ℝ → ℝ) (M : ℕ → ℝ) (S : Set ℝ)
    (hM : ∀ j, ∀ x ∈ S, |f j x| ≤ M j) (hMsum : Summable M) :
    (∀ x ∈ S, Summable (fun j => f j x)) ∧
    TendstoUniformlyOn (fun n x => ∑ j ∈ Finset.range n, f j x)
      (fun x => ∑' j, f j x) Filter.atTop S","Weierstrass M-test: if `|f j x| ≤ M j` for all `j` and all `x ∈ S`, and `∑ M j` converges,
then for every `x ∈ S` the series `∑ f j x` converges (absolutely), and the partial sums
`∑_{j < n} f j x` converge uniformly on `S` to `∑' j, f j x`."
93,"The uniform limit \(g\) of the continuous derivatives \(f'_n\) is continuous on \([a,b]\), hence interval integrable on every subinterval \([a,x]\).",atlas.real_analysis.432e8639d4c7,uniform_limit_derivative,1,external/atlas-lean/Atlas/RealAnalysis/code/FunctionSequences/InterchangeLimits.lean,"theorem uniform_limit_derivative {f : ℕ → ℝ → ℝ} {g : ℝ → ℝ} {f' : ℕ → ℝ → ℝ}
    {lim : ℝ → ℝ} {a b : ℝ} (hab : a < b)
    (hderiv : ∀ n, ∀ x ∈ Icc a b, HasDerivAt (f n) (f' n x) x)
    (hf'_cont : ∀ n, ContinuousOn (f' n) (Icc a b))
    (hf'_unif : TendstoUniformlyOn f' g atTop (Icc a b))
    (hfg : ∀ x ∈ Icc a b, Tendsto (fun n => f n x) atTop (nhds (lim x))) :
    (∀ x ∈ Icc a b, HasDerivWithinAt lim (g x) (Icc a b) x) ∧ ContinuousOn g (Icc a b)","*Interchange of limits and derivatives.** Let `f n : ℝ → ℝ` be a sequence of functions on
`[a, b]` such that each `f n` is differentiable on `[a, b]` with derivative `f' n` continuous on
`[a, b]`. If `f' n → g` uniformly on `[a, b]` and `f n x → lim x` pointwise on `[a, b]`, then the
limit function `lim` is differentiable on `[a, b]` with derivative `g`, and `g` is continuous on
`[a, b]`. In particular, this shows that the pointwise limit of a sequence of continuously
differentiable functions whose derivatives converge uniformly is itself continuously differentiable,
and that differentiation may be interchanged with the limit."
94,"The fundamental theorem of calculus converts each derivative identity into the increment formula \(f_n(x)-f_n(a)=\int_a^x f'_n(t)\,dt\).",atlas.real_analysis.432e8639d4c7,uniform_limit_derivative,2,external/atlas-lean/Atlas/RealAnalysis/code/FunctionSequences/InterchangeLimits.lean,"theorem uniform_limit_derivative {f : ℕ → ℝ → ℝ} {g : ℝ → ℝ} {f' : ℕ → ℝ → ℝ}
    {lim : ℝ → ℝ} {a b : ℝ} (hab : a < b)
    (hderiv : ∀ n, ∀ x ∈ Icc a b, HasDerivAt (f n) (f' n x) x)
    (hf'_cont : ∀ n, ContinuousOn (f' n) (Icc a b))
    (hf'_unif : TendstoUniformlyOn f' g atTop (Icc a b))
    (hfg : ∀ x ∈ Icc a b, Tendsto (fun n => f n x) atTop (nhds (lim x))) :
    (∀ x ∈ Icc a b, HasDerivWithinAt lim (g x) (Icc a b) x) ∧ ContinuousOn g (Icc a b)","*Interchange of limits and derivatives.** Let `f n : ℝ → ℝ` be a sequence of functions on
`[a, b]` such that each `f n` is differentiable on `[a, b]` with derivative `f' n` continuous on
`[a, b]`. If `f' n → g` uniformly on `[a, b]` and `f n x → lim x` pointwise on `[a, b]`, then the
limit function `lim` is differentiable on `[a, b]` with derivative `g`, and `g` is continuous on
`[a, b]`. In particular, this shows that the pointwise limit of a sequence of continuously
differentiable functions whose derivatives converge uniformly is itself continuously differentiable,
and that differentiation may be interchanged with the limit."
95,"Uniform convergence \(f'_n\to g\) allows passage of the limit through the integral, using the estimate \(\left\|\int_a^x(f'_n-g)\right\|\le (x-a)\sup_{[a,b]}|f'_n-g|\).",atlas.real_analysis.432e8639d4c7,uniform_limit_derivative,3,external/atlas-lean/Atlas/RealAnalysis/code/FunctionSequences/InterchangeLimits.lean,"theorem uniform_limit_derivative {f : ℕ → ℝ → ℝ} {g : ℝ → ℝ} {f' : ℕ → ℝ → ℝ}
    {lim : ℝ → ℝ} {a b : ℝ} (hab : a < b)
    (hderiv : ∀ n, ∀ x ∈ Icc a b, HasDerivAt (f n) (f' n x) x)
    (hf'_cont : ∀ n, ContinuousOn (f' n) (Icc a b))
    (hf'_unif : TendstoUniformlyOn f' g atTop (Icc a b))
    (hfg : ∀ x ∈ Icc a b, Tendsto (fun n => f n x) atTop (nhds (lim x))) :
    (∀ x ∈ Icc a b, HasDerivWithinAt lim (g x) (Icc a b) x) ∧ ContinuousOn g (Icc a b)","*Interchange of limits and derivatives.** Let `f n : ℝ → ℝ` be a sequence of functions on
`[a, b]` such that each `f n` is differentiable on `[a, b]` with derivative `f' n` continuous on
`[a, b]`. If `f' n → g` uniformly on `[a, b]` and `f n x → lim x` pointwise on `[a, b]`, then the
limit function `lim` is differentiable on `[a, b]` with derivative `g`, and `g` is continuous on
`[a, b]`. In particular, this shows that the pointwise limit of a sequence of continuously
differentiable functions whose derivatives converge uniformly is itself continuously differentiable,
and that differentiation may be interchanged with the limit."
